2023-04-25 21:15:59.2025|0|DEBUG|Program|init main 
2023-04-25 21:16:00.2136|1|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting starting 
2023-04-25 21:16:00.3256|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: https://localhost:7115 
2023-04-25 21:16:00.3256|14|INFO|Microsoft.Hosting.Lifetime|Now listening on: http://localhost:5134 
2023-04-25 21:16:00.3256|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly TatBlog.WebApi 
2023-04-25 21:16:00.3256|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.AspNetCore.Watch.BrowserRefresh 
2023-04-25 21:16:00.3256|13|DEBUG|Microsoft.AspNetCore.Hosting.Diagnostics|Loaded hosting startup assembly Microsoft.WebTools.BrowserLink.Net 
2023-04-25 21:16:00.3256|0|INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. 
2023-04-25 21:16:00.3256|0|INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development 
2023-04-25 21:16:00.3256|0|INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\NHTV\Desktop\PhatTrienUngDungWebNangCao\Lab\Lab01\TipsAndTricks\TatBlog.WebApi 
2023-04-25 21:16:00.3256|2|DEBUG|Microsoft.Extensions.Hosting.Internal.Host|Hosting started 
2023-04-25 21:16:00.4450|6|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMQ5IUC8EQUP" received FIN. 
2023-04-25 21:16:00.4491|39|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUP" accepted. 
2023-04-25 21:16:00.4491|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUP" started. 
2023-04-25 21:16:00.4673|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Failed to authenticate HTTPS connection. System.IO.IOException:  Received an unexpected EOF or 0 bytes from the transport stream.
   at System.Net.Security.SslStream.ReceiveBlobAsync[TIOAdapter](CancellationToken cancellationToken)
   at System.Net.Security.SslStream.ForceAuthenticationAsync[TIOAdapter](Boolean receiveFirst, Byte[] reAuthenticationData, CancellationToken cancellationToken)
   at Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware.OnConnectionAsync(ConnectionContext context)
2023-04-25 21:16:00.4846|2|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUP" stopped. 
2023-04-25 21:16:00.4846|7|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMQ5IUC8EQUP" sending FIN because: "The Socket transport's send loop completed gracefully." 
2023-04-25 21:16:01.0232|39|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUQ" accepted. 
2023-04-25 21:16:01.0232|39|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUR" accepted. 
2023-04-25 21:16:01.0232|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUQ" started. 
2023-04-25 21:16:01.0251|1|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUR" started. 
2023-04-25 21:16:01.0771|6|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMQ5IUC8EQUR" received FIN. 
2023-04-25 21:16:01.0949|3|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HMQ5IUC8EQUQ established using the following protocol: Tls12 
2023-04-25 21:16:01.0949|3|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Https.Internal.HttpsConnectionMiddleware|Connection 0HMQ5IUC8EQUR established using the following protocol: Tls12 
2023-04-25 21:16:01.1251|48|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUR" is closed. The last processed stream ID was 0. 
2023-04-25 21:16:01.1251|7|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets|Connection id "0HMQ5IUC8EQUR" sending FIN because: "The client closed the connection." 
2023-04-25 21:16:01.1251|62|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Http2|The connection queue processing loop for 0HMQ5IUC8EQUR completed. 
2023-04-25 21:16:01.1344|2|DEBUG|Microsoft.AspNetCore.Server.Kestrel.Connections|Connection id "0HMQ5IUC8EQUR" stopped. 
2023-04-25 21:16:01.1344|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" sending SETTINGS frame for stream ID 0 with length 24 and flags NONE. 
2023-04-25 21:16:01.1344|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2023-04-25 21:16:01.1344|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" received SETTINGS frame for stream ID 0 with length 30 and flags NONE. 
2023-04-25 21:16:01.1344|49|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2023-04-25 21:16:01.1344|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0. 
2023-04-25 21:16:01.1344|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" received HEADERS frame for stream ID 1 with length 1085 and flags END_STREAM, END_HEADERS, PRIORITY. 
2023-04-25 21:16:01.1699|37|TRACE|Microsoft.AspNetCore.Server.Kestrel.Http2|Connection id "0HMQ5IUC8EQUQ" received SETTINGS frame for stream ID 0 with length 0 and flags ACK. 
2023-04-25 21:16:01.1870|1|INFO|Microsoft.AspNetCore.Hosting.Diagnostics|Request starting HTTP/2 GET https://localhost:7115/swagger/index.html - - 
2023-04-25 21:16:01.2267|0|DEBUG|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|Wildcard detected, all requests with hosts will be allowed. 
2023-04-25 21:16:01.2267|2|TRACE|Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware|All hosts are allowed. 
2023-04-25 21:16:01.4527|1000|DEBUG|Microsoft.AspNetCore.Routing.Matching.DfaMatcher|No candidates found for the request path '/swagger/index.html' 
2023-04-25 21:16:01.4527|2|DEBUG|Microsoft.AspNetCore.Routing.EndpointRoutingMiddleware|Request did not match any endpoints 
2023-04-25 21:16:01.6746|1|DEBUG|Microsoft.AspNetCore.Watch.BrowserRefresh.BrowserRefreshMiddleware|Response markup is scheduled to include browser refresh script injection. 
